asset_id,timestamp,temperature_c,vibration_mm_s,pressure_psi,fault_code
AST-019,2026-08-25,70.48,5.52,88.14,
AST-019,2026-08-26,73.5,5.6,89.28,
AST-019,2026-08-27,69.8,4.5,90.54,
AST-019,2026-08-28,74.22,5.28,86.62,
AST-019,2026-08-29,72.21,5.54,86.31,
AST-019,2026-08-30,71.07,5.64,86.17,
AST-019,2026-08-31,76.67,5.58,88.68,
AST-019,2026-09-01,76.8,6.92,84.73,
AST-019,2026-09-02,74.35,5.4,83.0,
AST-019,2026-09-03,78.27,6.13,85.2,
AST-019,2026-09-04,78.71,6.41,83.09,
AST-019,2026-09-05,78.38,6.37,83.16,
AST-019,2026-09-06,78.26,6.27,81.8,
AST-019,2026-09-07,83.7,6.26,80.63,TEMP_WARN
AST-019,2026-09-08,78.34,7.99,82.77,
AST-019,2026-09-09,83.27,6.93,85.22,
AST-019,2026-09-10,78.14,8.07,81.61,
AST-019,2026-09-11,86.75,8.09,77.73,
AST-020,2026-08-13,63.61,2.28,97.32,
AST-020,2026-08-14,63.09,2.12,103.56,
AST-020,2026-08-15,62.06,2.41,105.96,
AST-020,2026-08-16,60.52,2.54,103.06,
AST-020,2026-08-17,62.87,2.58,101.03,
AST-020,2026-08-18,63.57,2.12,106.26,
AST-020,2026-08-19,62.13,3.07,103.17,
AST-020,2026-08-20,60.7,2.32,102.93,
AST-020,2026-08-21,63.0,1.69,100.67,
AST-020,2026-08-22,59.26,2.71,108.97,
AST-020,2026-08-23,61.19,2.26,104.05,
AST-020,2026-08-24,63.72,1.96,104.55,
AST-020,2026-08-25,63.35,2.53,104.4,
AST-020,2026-08-26,63.4,1.25,105.87,
AST-020,2026-08-27,60.09,1.6,105.37,
AST-020,2026-08-28,64.14,2.28,106.69,
AST-020,2026-08-29,64.62,2.86,108.76,
AST-020,2026-08-30,62.88,2.36,99.03,
AST-020,2026-08-31,60.9,2.0,110.35,
AST-020,2026-09-01,61.04,2.38,105.49,
AST-020,2026-09-02,61.48,3.01,101.97,
AST-020,2026-09-03,61.79,2.04,99.88,
AST-020,2026-09-04,60.17,2.32,102.55,
AST-020,2026-09-05,60.01,1.77,103.59,
AST-020,2026-09-06,58.39,2.64,104.08,
AST-020,2026-09-07,58.48,2.21,101.58,
AST-020,2026-09-08,62.03,2.87,98.21,
AST-020,2026-09-09,61.63,2.27,105.85,
AST-020,2026-09-10,61.82,2.03,102.88,
AST-020,2026-09-11,59.8,2.76,103.9,
